TANGGAL,UNIT PEMBANGKIT,JAM NYALA,JENIS BAHAN BAKAR,"KAPASITAS STORAGE TANK
 (L)","PERSEDIAAN AWAL 
(L)",PEMAKAIAN (L),PENERIMAAN (L),PERSEDIAAN AKHIR (L),UMUR OPERASI,RENCANA PENERIMAAN (L)
01-12-2021,PLTD SEKATAK BUJI,24,B30,30000,21926,3100,7451,26277,8.476451613,
01-12-2021,PLTD LONG PESO,24,B30,70000,28985,950,,28035,29.51052632,
01-12-2021,PLTD TANAH MERAH,24,B30,10000,8126,1050,,7076,10,
02-12-2021,PLTD KRAYAN,24,B30,12000,1800,1800,3300,3300,1.833333333,
02-12-2021,PLTD SEI MENGGARIS,24,B30,40000,8432,930,,7502,8.066666667,
02-12-2021,PLTD LONG LAYU,12,B30,10000,1000,100,,900,9,
02-12-2021,PLTD PAUPAN,12,B30,8000,810,80,,730,9.125,
02-12-2021,PLTD SEKATAK BUJI,24,B30,30000,26277,2088,,24189,11.58477011,
02-12-2021,PLTD LONG PESO,24,B30,70000,28035,770,,27265,35.40909091,
02-12-2021,PLTD TANAH MERAH,24,B30,10000,7076,991,,6085,10,
03-12-2021,PLTD KRAYAN,24,B30,12000,3300,1800,,1500,0.833333333,
03-12-2021,PLTD SEI MENGGARIS,24,B30,40000,7502,930,,6572,7.066666667,
03-12-2021,PLTD LONG LAYU,12,B30,10000,900,100,,800,8,
03-12-2021,PLTD PAUPAN,12,B30,8000,730,80,,650,8.125,
03-12-2021,PLTD SEKATAK BUJI,24,B30,30000,24189,3675,,20514,5.582040816,
03-12-2021,PLTD LONG PESO,24,B30,70000,27265,410,,26855,65.5,
03-12-2021,PLTD TANAH MERAH,24,B30,10000,6085,1085,,5000,10,
04-12-2021,PLTD KRAYAN,24,B30,12000,1500,1800,2100,1800,1,
04-12-2021,PLTD SEI MENGGARIS,24,B30,40000,6572,930,,5642,6.066666667,
04-12-2021,PLTD LONG LAYU,12,B30,10000,800,100,,700,7,
04-12-2021,PLTD PAUPAN,12,B30,8000,650,80,,570,7.125,
04-12-2021,PLTD SEKATAK BUJI,24,B30,30000,20514,4229,,16285,3.850792149,
04-12-2021,PLTD LONG PESO,24,B30,70000,26855,840,,26015,30.9702381,
04-12-2021,PLTD TANAH MERAH,24,B30,10000,5000,1923,,3077,10,
05-12-2021,PLTD KRAYAN,24,B30,12000,1800,1800,2200,2200,1.222222222,
05-12-2021,PLTD SEI MENGGARIS,24,B30,40000,5642,930,,4712,5.066666667,
05-12-2021,PLTD LONG LAYU,12,B30,10000,700,100,,600,6,
05-12-2021,PLTD PAUPAN,12,B30,8000,570,80,,490,6.125,
05-12-2021,PLTD SEKATAK BUJI,24,B30,30000,16285,3100,10314,23499,7.580322581,
05-12-2021,PLTD LONG PESO,24,B30,70000,26015,850,,25165,29.60588235,
05-12-2021,PLTD TANAH MERAH,24,B30,10000,3077,1000,,2077,10,
06-12-2021,PLTD KRAYAN,24,B30,12000,2200,1800,800,1200,0.666666667,
06-12-2021,PLTD SEI MENGGARIS,24,B30,40000,4712,930,9964,13746,14.78064516,
06-12-2021,PLTD LONG LAYU,12,B30,10000,600,100,,500,5,
06-12-2021,PLTD PAUPAN,12,B30,8000,490,80,,410,5.125,
06-12-2021,PLTD SEKATAK BUJI,24,B30,30000,23499,3575,,19924,5.573146853,
06-12-2021,PLTD LONG PESO,24,B30,70000,25165,850,,24315,28.60588235,
06-12-2021,PLTD TANAH MERAH,24,B30,10000,2077,1000,19713,20790,10,
07-12-2021,PLTD KRAYAN,24,B30,12000,1200,1200,3600,3600,3,
07-12-2021,PLTD SEI MENGGARIS,24,B30,40000,13746,930,,12816,13.78064516,
07-12-2021,PLTD LONG LAYU,12,B30,10000,500,100,,400,4,
07-12-2021,PLTD PAUPAN,12,B30,8000,410,80,,330,4.125,
07-12-2021,PLTD SEKATAK BUJI,24,B30,30000,19924,3473,,16451,4.736826951,
07-12-2021,PLTD LONG PESO,24,B30,70000,24315,1310,,23005,17.5610687,
07-12-2021,PLTD TANAH MERAH,24,B30,10000,20790,1055,,19735,18.70616114,
08-12-2021,PLTD KRAYAN,24,B30,12000,3600,1200,1800,4200,3.5,
08-12-2021,PLTD SEI MENGGARIS,24,B30,40000,12816,930,,11886,12.78064516,
08-12-2021,PLTD LONG LAYU,12,B30,10000,400,100,,300,3,
08-12-2021,PLTD PAUPAN,12,B30,8000,330,80,,250,3.125,
08-12-2021,PLTD SEKATAK BUJI,24,B30,30000,16451,3200,10160,23411,7.3159375,
08-12-2021,PLTD LONG PESO,24,B30,70000,23005,410,,22595,55.1097561,
08-12-2021,PLTD TANAH MERAH,24,B30,10000,19735,1156,,18579,16.07179931,
09-12-2021,PLTD KRAYAN,24,B30,12000,4200,1200,1000,4000,3.333333333,
09-12-2021,PLTD SEI MENGGARIS,24,B30,40000,11886,930,,10956,11.78064516,
09-12-2021,PLTD LONG LAYU,12,B30,10000,300,100,,200,2,
09-12-2021,PLTD PAUPAN,12,B30,8000,250,80,,170,2.125,
09-12-2021,PLTD SEKATAK BUJI,24,B30,30000,23411,3708,,19703,5.31364617,
09-12-2021,PLTD LONG PESO,24,B30,70000,22595,840,,21755,25.89880952,
09-12-2021,PLTD TANAH MERAH,24,B30,10000,18579,879,,17700,20.13651877,
10-12-2021,PLTD KRAYAN,24,B30,12000,4000,2000,,2000,1,
10-12-2021,PLTD SEI MENGGARIS,24,B30,40000,10956,930,,10026,10.78064516,
10-12-2021,PLTD LONG LAYU,12,B30,10000,200,100,1000,1100,11,
10-12-2021,PLTD PAUPAN,12,B30,8000,170,70,,100,1.428571429,
10-12-2021,PLTD SEKATAK BUJI,24,B30,30000,19703,4645,,15058,3.241765339,
10-12-2021,PLTD LONG PESO,24,B30,70000,21755,850,29101,50006,58.83058824,
10-12-2021,PLTD TANAH MERAH,24,B30,10000,17700,1050,,16650,15.85714286,
11-12-2021,PLTD KRAYAN,24,B30,12000,2000,1600,1400,1800,1.125,
11-12-2021,PLTD SEI MENGGARIS,24,B30,40000,10026,930,,9096,9.780645161,
11-12-2021,PLTD LONG LAYU,12,B30,10000,1100,100,,1000,10,
11-12-2021,PLTD PAUPAN,12,B30,8000,100,80,80,100,1.25,
11-12-2021,PLTD SEKATAK BUJI,24,B30,30000,15058,3300,19454,31212,9.458181818,
11-12-2021,PLTD LONG PESO,24,B30,70000,50006,840,,49166,58.53095238,
11-12-2021,PLTD TANAH MERAH,24,B30,10000,16650,1150,,15500,10,
12-12-2021,PLTD KRAYAN,24,B30,12000,1800,1600,1800,2000,1.25,
12-12-2021,PLTD SEI MENGGARIS,24,B30,40000,9096,930,,8166,8.780645161,
12-12-2021,PLTD LONG LAYU,12,B30,10000,1000,120,,880,7.333333333,
12-12-2021,PLTD PAUPAN,12,B30,8000,100,80,80,100,1.25,
12-12-2021,PLTD SEKATAK BUJI,24,B30,30000,31212,3840,,27372,7.128125,
12-12-2021,PLTD LONG PESO,24,B30,70000,49166,969,,48197,49.73890609,
12-12-2021,PLTD TANAH MERAH,24,B30,10000,15500,1100,,14400,10,
13-12-2021,PLTD KRAYAN,24,B30,12000,2000,1800,1000,1200,0.666666667,
13-12-2021,PLTD SEI MENGGARIS,24,B30,40000,8166,930,,7236,7.780645161,
13-12-2021,PLTD LONG LAYU,12,B30,10000,880,100,,780,7.8,
13-12-2021,PLTD PAUPAN,12,B30,8000,100,80,940,960,12,
13-12-2021,PLTD SEKATAK BUJI,24,B30,30000,27372,3632,,23740,6.536343612,
13-12-2021,PLTD LONG PESO,24,B30,70000,48197,750,,47447,63.26266667,
13-12-2021,PLTD TANAH MERAH,24,B30,10000,14400,1100,,13300,10,
14-12-2021,PLTD KRAYAN,24,B30,12000,1200,1200,1200,1200,1,
14-12-2021,PLTD SEI MENGGARIS,24,B30,40000,7236,930,,6306,6.780645161,
14-12-2021,PLTD LONG LAYU,12,B30,10000,780,100,,680,6.8,
14-12-2021,PLTD PAUPAN,12,B30,8000,960,80,,880,11,
14-12-2021,PLTD SEKATAK BUJI,24,B30,30000,23740,3200,8668,29208,9.1275,
14-12-2021,PLTD LONG PESO,24,B30,70000,47447,850,,46597,54.82,
14-12-2021,PLTD TANAH MERAH,24,B30,10000,13300,1100,,12200,10,
15-12-2021,PLTD KRAYAN,24,B30,12000,1200,1800,2000,1400,0.777777778,
15-12-2021,PLTD SEI MENGGARIS,24,B30,40000,6306,930,19686,25062,26.9483871,
15-12-2021,PLTD LONG LAYU,12,B30,10000,680,100,,580,5.8,
15-12-2021,PLTD PAUPAN,12,B30,8000,880,80,,800,10,
15-12-2021,PLTD SEKATAK BUJI,24,B30,30000,29208,2931,,26277,8.965199591,
15-12-2021,PLTD LONG PESO,24,B30,70000,46597,850,,45747,53.82,
15-12-2021,PLTD TANAH MERAH,24,B30,10000,12200,1100,,11100,10,
16-12-2021,PLTD KRAYAN,24,B30,12000,1400,1800,4000,3600,2,
16-12-2021,PLTD SEI MENGGARIS,24,B30,40000,25062,930,,24132,25.9483871,
16-12-2021,PLTD LONG LAYU,12,B30,10000,580,100,,480,4.8,
16-12-2021,PLTD PAUPAN,12,B30,8000,800,80,,720,9,
16-12-2021,PLTD SEKATAK BUJI,24,B30,30000,26277,2725,,23552,8.64293578,
16-12-2021,PLTD LONG PESO,24,B30,70000,45747,850,,44897,52.82,
16-12-2021,PLTD TANAH MERAH,24,B30,10000,11100,1100,,10000,10,
17-12-2021,PLTD KRAYAN,24,B30,12000,3600,1800,4000,5800,3.222222222,
17-12-2021,PLTD SEI MENGGARIS,24,B30,40000,24132,930,,23202,24.9483871,
17-12-2021,PLTD LONG LAYU,12,B30,10000,480,100,,380,3.8,
17-12-2021,PLTD PAUPAN,12,B30,8000,720,80,,640,8,
17-12-2021,PLTD SEKATAK BUJI,24,B30,30000,23552,3725,,19827,5.322684564,
17-12-2021,PLTD LONG PESO,24,B30,70000,44897,850,,44047,51.82,
17-12-2021,PLTD TANAH MERAH,24,B30,10000,10000,1500,,8500,10,
18-12-2021,PLTD KRAYAN,24,B30,12000,5800,1800,2800,6800,3.777777778,
18-12-2021,PLTD SEI MENGGARIS,24,B30,40000,23202,930,,22272,23.9483871,
18-12-2021,PLTD LONG LAYU,12,B30,10000,380,100,,280,2.8,
18-12-2021,PLTD PAUPAN,12,B30,8000,640,80,,560,7,
18-12-2021,PLTD SEKATAK BUJI,24,B30,30000,19827,3857,,15970,4.140523723,
18-12-2021,PLTD LONG PESO,24,B30,70000,44047,850,,43197,50.82,
18-12-2021,PLTD TANAH MERAH,24,B30,10000,8500,1200,,7300,10,
19-12-2021,PLTD KRAYAN,24,B30,12000,6800,1800,,5000,2.777777778,
19-12-2021,PLTD SEI MENGGARIS,24,B30,40000,22272,930,,21342,22.9483871,
19-12-2021,PLTD LONG LAYU,12,B30,10000,280,100,,180,1.8,
19-12-2021,PLTD PAUPAN,12,B30,8000,560,80,,480,6,
19-12-2021,PLTD SEKATAK BUJI,24,B30,30000,15970,1500,,14470,9.646666667,
19-12-2021,PLTD LONG PESO,24,B30,70000,43197,850,,42347,49.82,
19-12-2021,PLTD TANAH MERAH,24,B30,10000,7300,1100,,6200,10,
20-12-2021,PLTD KRAYAN,24,B30,12000,5000,1800,,3200,1.777777778,
20-12-2021,PLTD SEI MENGGARIS,24,B30,40000,21342,930,,20412,21.9483871,
20-12-2021,PLTD LONG LAYU,12,B30,10000,180,100,1020,1100,11,
20-12-2021,PLTD PAUPAN,12,B30,8000,480,80,1000,1400,17.5,
20-12-2021,PLTD SEKATAK BUJI,24,B30,30000,14470,3500,9107,20077,5.736285714,
20-12-2021,PLTD LONG PESO,24,B30,70000,42347,850,,41497,48.82,
20-12-2021,PLTD TANAH MERAH,24,B30,10000,6200,1100,14658,19758,10,
21-12-2021,PLTD KRAYAN,24,B30,12000,3200,1800,,1400,0.777777778,
21-12-2021,PLTD SEI MENGGARIS,24,B30,40000,20412,930,,19482,20.9483871,
21-12-2021,PLTD LONG LAYU,12,B30,10000,1100,100,,1000,10,
21-12-2021,PLTD PAUPAN,12,B30,8000,1400,80,,1320,16.5,
21-12-2021,PLTD SEKATAK BUJI,24,B30,30000,20077,3810,,16267,4.269553806,
21-12-2021,PLTD LONG PESO,24,B30,70000,41497,850,,40647,47.82,
21-12-2021,PLTD TANAH MERAH,24,B30,10000,19758,1150,,18608,10,
22-12-2021,PLTD KRAYAN,24,B30,12000,1400,1800,2000,1600,0.888888889,
22-12-2021,PLTD SEI MENGGARIS,24,B30,40000,19482,930,,18552,19.9483871,
22-12-2021,PLTD LONG LAYU,12,B30,10000,1000,100,,900,9,
22-12-2021,PLTD PAUPAN,12,B30,8000,1320,80,,1240,15.5,
22-12-2021,PLTD SEKATAK BUJI,24,B30,30000,16267,3754,,12513,3.333244539,
22-12-2021,PLTD LONG PESO,24,B30,70000,40647,850,,39797,46.82,
22-12-2021,PLTD TANAH MERAH,24,B30,10000,18608,1050,,17558,10,
23-12-2021,PLTD KRAYAN,24,B30,12000,1600,1800,2600,2400,1.333333333,
23-12-2021,PLTD SEI MENGGARIS,24,B30,40000,18552,930,,17622,18.9483871,
23-12-2021,PLTD LONG LAYU,12,B30,10000,900,100,,800,8,
23-12-2021,PLTD PAUPAN,12,B30,8000,1240,80,,1160,14.5,
23-12-2021,PLTD SEKATAK BUJI,24,B30,30000,12513,3500,19157,28170,8.048571429,
23-12-2021,PLTD LONG PESO,24,B30,70000,39797,850,,38947,45.82,
23-12-2021,PLTD TANAH MERAH,24,B30,10000,17558,1368,,16190,10,
24-12-2021,PLTD KRAYAN,24,B30,12000,2400,1800,1600,2200,1.222222222,
24-12-2021,PLTD SEI MENGGARIS,24,B30,40000,17622,930,,16692,17.9483871,
24-12-2021,PLTD LONG LAYU,12,B30,10000,800,100,,700,7,
24-12-2021,PLTD PAUPAN,12,B30,8000,1160,80,,1080,13.5,
24-12-2021,PLTD SEKATAK BUJI,24,B30,30000,28170,3728,,24442,6.556330472,
24-12-2021,PLTD LONG PESO,24,B30,70000,38947,850,,38097,44.82,
24-12-2021,PLTD TANAH MERAH,24,B30,10000,16190,1200,,14990,10,
25-12-2021,PLTD KRAYAN,24,B30,12000,2200,1800,2200,2600,1.444444444,
25-12-2021,PLTD SEI MENGGARIS,24,B30,40000,16692,930,,15762,16.9483871,
25-12-2021,PLTD LONG LAYU,12,B30,10000,700,100,,600,6,
25-12-2021,PLTD PAUPAN,12,B30,8000,1080,80,,1000,12.5,
25-12-2021,PLTD SEKATAK BUJI,24,B30,30000,24442,3864,,20578,5.325569358,
25-12-2021,PLTD LONG PESO,24,B30,70000,38097,850,,37247,43.82,
25-12-2021,PLTD TANAH MERAH,24,B30,10000,14990,932,,14058,10,
26-12-2021,PLTD KRAYAN,24,B30,12000,2600,1800,1800,2600,1.444444444,
26-12-2021,PLTD SEI MENGGARIS,24,B30,40000,15762,930,,14832,15.9483871,
26-12-2021,PLTD LONG LAYU,12,B30,10000,600,100,,500,5,
26-12-2021,PLTD PAUPAN,12,B30,8000,1000,80,,920,11.5,
26-12-2021,PLTD SEKATAK BUJI,24,B30,30000,20578,3500,,17078,4.879428571,
26-12-2021,PLTD LONG PESO,24,B30,70000,37247,850,,36397,42.82,
26-12-2021,PLTD TANAH MERAH,24,B30,10000,14058,1200,,12858,10,
27-12-2021,PLTD KRAYAN,24,B30,12000,2600,1800,2200,3000,1.666666667,
27-12-2021,PLTD SEI MENGGARIS,24,B30,40000,14832,930,,13902,14.9483871,
27-12-2021,PLTD LONG LAYU,12,B30,10000,500,100,,400,4,
27-12-2021,PLTD PAUPAN,12,B30,8000,920,80,,840,10.5,
27-12-2021,PLTD SEKATAK BUJI,24,B30,30000,17078,4030,,13048,3.237717122,
27-12-2021,PLTD LONG PESO,24,B30,70000,36397,80,,36317,453.9625,
27-12-2021,PLTD TANAH MERAH,24,B30,10000,12858,1448,,11410,10,
28-12-2021,PLTD KRAYAN,24,B30,12000,3000,1800,1400,2600,1.444444444,
28-12-2021,PLTD SEI MENGGARIS,24,B30,40000,13902,930,,12972,13.9483871,
28-12-2021,PLTD LONG LAYU,12,B30,10000,400,100,,300,3,
28-12-2021,PLTD PAUPAN,12,B30,8000,840,80,,760,9.5,
28-12-2021,PLTD SEKATAK BUJI,24,B30,30000,13048,3500,18500,28048,8.013714286,
28-12-2021,PLTD LONG PESO,24,B30,70000,36317,940,,35377,37.63510638,
28-12-2021,PLTD TANAH MERAH,24,B30,10000,11410,1200,,10210,10,
29-12-2021,PLTD KRAYAN,24,B30,12000,2600,1800,2900,3700,2.055555556,
29-12-2021,PLTD SEI MENGGARIS,24,B30,40000,12972,930,,12042,12.9483871,
29-12-2021,PLTD LONG LAYU,12,B30,10000,300,100,1000,1200,12,
29-12-2021,PLTD PAUPAN,12,B30,8000,760,80,,680,8.5,
29-12-2021,PLTD SEKATAK BUJI,24,B30,30000,28048,3500,,24548,7.013714286,
29-12-2021,PLTD LONG PESO,24,B30,70000,35377,920,,34457,37.45326087,
29-12-2021,PLTD TANAH MERAH,24,B30,10000,10210,1100,9742,18852,10,
30-12-2021,PLTD KRAYAN,24,B30,12000,3700,1800,,1900,1.055555556,
30-12-2021,PLTD SEI MENGGARIS,24,B30,40000,12042,930,,11112,11.9483871,
30-12-2021,PLTD LONG LAYU,12,B30,10000,1200,100,,1100,11,
30-12-2021,PLTD PAUPAN,12,B30,8000,680,80,,600,7.5,
30-12-2021,PLTD SEKATAK BUJI,24,B30,30000,24548,4746,,19802,4.172355668,
30-12-2021,PLTD LONG PESO,24,B30,70000,34457,760,,33697,44.33815789,
30-12-2021,PLTD TANAH MERAH,24,B30,10000,18852,1100,,17752,10,
31-12-2021,PLTD KRAYAN,24,B30,12000,1900,1800,4900,5000,2.777777778,
31-12-2021,PLTD SEI MENGGARIS,24,B30,40000,11112,930,,10182,10.9483871,
31-12-2021,PLTD LONG LAYU,12,B30,10000,1100,100,,1000,10,
31-12-2021,PLTD PAUPAN,12,B30,8000,600,80,,520,6.5,
31-12-2021,PLTD SEKATAK BUJI,24,B30,30000,19802,1585,,18217,11.49337539,
31-12-2021,PLTD LONG PESO,24,B30,70000,33697,950,,32747,34.47052632,
31-12-2021,PLTD TANAH MERAH,24,B30,10000,17752,1202,,16550,13.7687188,
01-01-2022,PLTD KRAYAN,24,B30,12000,5000,1800,8900,12100,6.722222222,
01-01-2022,PLTD SEI MENGGARIS,24,B30,40000,11112,930,,10182,10.9483871,
01-01-2022,PLTD LONG LAYU,12,B30,10000,1000,100,,900,9,
01-01-2022,PLTD PAUPAN,12,B30,8000,500,80,,420,5.25,
01-01-2022,PLTD SEKATAK BUJI,24,B30,30000,18217,5648,,12569,2.225389518,
01-01-2022,PLTD LONG PESO,24,B30,70000,32747,740,,32007,43.2527027,
01-01-2022,PLTD TANAH MERAH,24,B30,10000,16550,1200,,15350,10,
02-01-2022,PLTD KRAYAN,24,B30,12000,12100,1800,,10300,5.722222222,
02-01-2022,PLTD SEI MENGGARIS,24,B30,40000,10182,930,,9252,9.948387097,
02-01-2022,PLTD LONG LAYU,12,B30,10000,900,100,,800,8,
02-01-2022,PLTD PAUPAN,12,B30,8000,420,80,,340,4.25,
02-01-2022,PLTD SEKATAK BUJI,24,B30,30000,12569,4000,19500,28069,7.01725,
02-01-2022,PLTD LONG PESO,24,B30,70000,32007,900,,31107,34.56333333,
02-01-2022,PLTD TANAH MERAH,24,B30,10000,15350,1150,,14200,10,
03-01-2022,PLTD KRAYAN,24,B30,12000,10300,1800,,8500,4.722222222,
03-01-2022,PLTD SEI MENGGARIS,24,B30,40000,9252,930,,8322,8.948387097,
03-01-2022,PLTD LONG LAYU,12,B30,10000,800,100,,700,7,
03-01-2022,PLTD PAUPAN,12,B30,8000,340,80,,260,3.25,
03-01-2022,PLTD SEKATAK BUJI,24,B30,30000,28069,4000,,24069,6.01725,
03-01-2022,PLTD LONG PESO,24,B30,70000,31107,620,,30487,49.17258065,
03-01-2022,PLTD TANAH MERAH,24,B30,10000,14200,1200,,13000,10,
04-01-2022,PLTD KRAYAN,24,B30,12000,8500,1800,2100,8800,4.888888889,
04-01-2022,PLTD SEI MENGGARIS,24,B30,40000,8322,930,,7392,7.948387097,
04-01-2022,PLTD LONG LAYU,12,B30,10000,700,100,,600,6,
04-01-2022,PLTD PAUPAN,12,B30,8000,260,80,,180,2.25,
04-01-2022,PLTD SEKATAK BUJI,24,B30,30000,24069,4000,,20069,5.01725,
04-01-2022,PLTD LONG PESO,24,B30,70000,30487,840,,29647,35.29404762,
04-01-2022,PLTD TANAH MERAH,24,B30,10000,13000,1100,,11900,10,
05-01-2022,PLTD KRAYAN,24,B30,12000,8800,2000,,6800,3.4,
05-01-2022,PLTD SEI MENGGARIS,24,B30,40000,7392,930,,6462,6.948387097,
05-01-2022,PLTD LONG LAYU,12,B30,10000,600,100,,500,5,
05-01-2022,PLTD PAUPAN,12,B30,8000,180,80,,100,1.25,
05-01-2022,PLTD SEKATAK BUJI,24,B30,30000,20069,4000,,16069,4.01725,
05-01-2022,PLTD LONG PESO,24,B30,70000,29647,840,,28807,34.29404762,
05-01-2022,PLTD TANAH MERAH,24,B30,10000,11900,1100,,10800,10,
06-01-2022,PLTD KRAYAN,24,B30,12000,6800,1800,800,5800,3.222222222,
06-01-2022,PLTD SEI MENGGARIS,24,B30,40000,6462,930,,5532,5.948387097,
06-01-2022,PLTD LONG LAYU,12,B30,10000,500,100,,400,4,
06-01-2022,PLTD PAUPAN,12,B30,8000,100,80,860,880,11,
06-01-2022,PLTD SEKATAK BUJI,24,B30,30000,16069,4115,,11954,2.904981774,
06-01-2022,PLTD LONG PESO,24,B30,70000,28807,800,,28007,35.00875,
06-01-2022,PLTD TANAH MERAH,24,B30,10000,10800,1300,,9500,10,
07-01-2022,PLTD KRAYAN,24,B30,12000,5800,1800,1200,5200,2.888888889,
07-01-2022,PLTD SEI MENGGARIS,24,B30,40000,5532,930,10786,15388,16.54623656,
07-01-2022,PLTD LONG LAYU,12,B30,10000,400,100,,300,3,
07-01-2022,PLTD PAUPAN,12,B30,8000,880,80,,800,10,
07-01-2022,PLTD SEKATAK BUJI,24,B30,30000,11954,4000,5533,13487,3.37175,
07-01-2022,PLTD LONG PESO,24,B30,70000,28007,370,,27637,74.69459459,
07-01-2022,PLTD TANAH MERAH,24,B30,10000,9500,1200,,8300,6.916666667,
08-01-2022,PLTD KRAYAN,24,B30,12000,5200,1800,1600,5000,2.777777778,
08-01-2022,PLTD SEI MENGGARIS,24,B30,40000,15388,1686,,13702,8.126927639,
08-01-2022,PLTD LONG LAYU,12,B30,10000,300,100,1000,1200,12,
08-01-2022,PLTD PAUPAN,12,B30,8000,800,80,,720,9,
08-01-2022,PLTD SEKATAK BUJI,24,B30,30000,13487,4000,10347,19834,4.9585,
08-01-2022,PLTD LONG PESO,24,B30,70000,27637,920,,26717,29.04021739,
08-01-2022,PLTD TANAH MERAH,24,B30,10000,8300,1200,,7100,5.916666667,
09-01-2022,PLTD KRAYAN,24,B30,12000,5000,1800,,3200,1.777777778,
09-01-2022,PLTD SEI MENGGARIS,24,B30,40000,13702,930,,12772,13.73333333,
09-01-2022,PLTD LONG LAYU,12,B30,10000,1200,100,,1100,11,
09-01-2022,PLTD PAUPAN,12,B30,8000,720,80,,640,8,
09-01-2022,PLTD SEKATAK BUJI,24,B30,30000,19834,4000,9247,25081,6.27025,
09-01-2022,PLTD LONG PESO,24,B30,70000,26717,900,,25817,28.68555556,
09-01-2022,PLTD TANAH MERAH,24,B30,10000,7100,1250,,5850,4.68,
10-01-2022,PLTD KRAYAN,24,B30,12000,3200,1800,1400,2800,1.555555556,
10-01-2022,PLTD SEI MENGGARIS,24,B30,40000,12772,930,,11842,12.73333333,
10-01-2022,PLTD LONG LAYU,12,B30,10000,1100,100,,1000,10,
10-01-2022,PLTD PAUPAN,12,B30,8000,640,80,,560,7,
10-01-2022,PLTD SEKATAK BUJI,24,B30,30000,25081,3505,,21576,6.155777461,
10-01-2022,PLTD LONG PESO,24,B30,70000,25817,800,,25017,31.27125,
10-01-2022,PLTD TANAH MERAH,24,B30,10000,5850,1100,,4750,4.318181818,
11-01-2022,PLTD KRAYAN,24,B30,12000,2800,1800,2400,3400,1.888888889,
11-01-2022,PLTD SEI MENGGARIS,24,B30,40000,11842,930,,10912,11.73333333,
11-01-2022,PLTD LONG LAYU,12,B30,10000,1000,100,,900,9,
11-01-2022,PLTD PAUPAN,12,B30,8000,560,80,,480,6,
11-01-2022,PLTD SEKATAK BUJI,24,B30,30000,21576,3540,,18036,5.094915254,
11-01-2022,PLTD LONG PESO,24,B30,70000,25017,900,,24117,26.79666667,
11-01-2022,PLTD TANAH MERAH,24,B30,10000,4750,1300,,3450,10,
12-01-2022,PLTD KRAYAN,24,B30,12000,3400,1800,1400,3000,1.666666667,
12-01-2022,PLTD SEI MENGGARIS,24,B30,40000,10912,930,,9982,10.73333333,
12-01-2022,PLTD LONG LAYU,12,B30,10000,900,160,,740,4.625,
12-01-2022,PLTD PAUPAN,12,B30,8000,480,80,,400,5,
12-01-2022,PLTD SEKATAK BUJI,24,B30,30000,18036,3675,,14361,3.907755102,
12-01-2022,PLTD LONG PESO,24,B30,70000,24117,820,,23297,28.41097561,
12-01-2022,PLTD TANAH MERAH,24,B30,10000,3450,1250,,2200,10,
13-01-2022,PLTD KRAYAN,24,B30,12000,3000,1800,2400,3600,2,
13-01-2022,PLTD SEI MENGGARIS,24,B30,40000,9982,930,,9052,9.733333333,
13-01-2022,PLTD LONG LAYU,12,B30,10000,740,120,,620,5.166666667,
13-01-2022,PLTD PAUPAN,12,B30,8000,400,320,,80,0.25,
13-01-2022,PLTD SEKATAK BUJI,24,B30,30000,14361,4000,20245,30606,7.6515,
13-01-2022,PLTD LONG PESO,24,B30,70000,23297,820,,22477,27.41097561,
13-01-2022,PLTD TANAH MERAH,24,B30,10000,2200,1200,19727,20727,10,
14-01-2022,PLTD KRAYAN,24,B30,12000,3600,1600,,2000,1.25,
14-01-2022,PLTD SEI MENGGARIS,24,B30,40000,9052,930,,8122,8.733333333,
14-01-2022,PLTD LONG LAYU,12,B30,10000,620,120,,500,4.166666667,
14-01-2022,PLTD PAUPAN,12,B30,8000,80,80,1240,1240,15.5,
14-01-2022,PLTD SEKATAK BUJI,24,B30,30000,30606,3697,,26909,7.278604274,
14-01-2022,PLTD LONG PESO,24,B30,70000,22477,830,,21647,26.08072289,
14-01-2022,PLTD TANAH MERAH,24,B30,10000,20727,1210,,19517,10,
15-01-2022,PLTD KRAYAN,24,B30,12000,2000,1800,6200,6400,3.555555556,
15-01-2022,PLTD SEI MENGGARIS,24,B30,40000,8122,930,,7192,7.733333333,
15-01-2022,PLTD LONG LAYU,12,B30,10000,500,120,,380,3.166666667,
15-01-2022,PLTD PAUPAN,12,B30,8000,1240,80,,1160,14.5,
15-01-2022,PLTD SEKATAK BUJI,24,B30,30000,26909,3632,,23277,6.408865639,
15-01-2022,PLTD LONG PESO,24,B30,70000,21647,820,,20827,25.39878049,
15-01-2022,PLTD TANAH MERAH,24,B30,10000,19517,1217,,18300,10,
16-01-2022,PLTD KRAYAN,24,B30,12000,6400,1800,,4600,2.555555556,
16-01-2022,PLTD SEI MENGGARIS,24,B30,40000,7192,930,,6262,6.733333333,
16-01-2022,PLTD LONG LAYU,12,B30,10000,380,120,,260,2.166666667,
16-01-2022,PLTD PAUPAN,12,B30,8000,1160,80,,1080,13.5,
16-01-2022,PLTD SEKATAK BUJI,24,B30,30000,23277,3479,,19798,5.690715723,
16-01-2022,PLTD LONG PESO,24,B30,70000,20827,850,,19977,23.50235294,
16-01-2022,PLTD TANAH MERAH,24,B30,10000,18300,1200,,17100,10,
17-01-2022,PLTD KRAYAN,24,B30,12000,4600,1800,,2800,1.555555556,
