TANGGAL,UNIT PEMBANGKIT,JAM NYALA,JENIS BAHAN BAKAR,"KAPASITAS STORAGE TANK
 (L)","PERSEDIAAN AWAL 
(L)",PEMAKAIAN (L),PENERIMAAN (L),PERSEDIAAN AKHIR (L),UMUR OPERASI,RENCANA PENERIMAAN (L)
08-10-2021,PLTD LONG LAYU,12,B30,10000,995,120,,875,7.291666667,
08-10-2021,PLTD PAUPAN,12,B30,8000,120,80,,40,0.5,
08-10-2021,PLTD SEKATAK BUJI,24,B30,30000,19661,3245,,16416,5.058859784,
08-10-2021,PLTD LONG PESO,24,B30,70000,44416,760,,43656,57.44210526,
08-10-2021,PLTD TANAH MERAH,24,B30,10000,1928,700,,1228,1.754285714,
09-10-2021,PLTD KRAYAN,24,B30,12000,2600,1800,6000,6800,3.777777778,
09-10-2021,PLTD SEI MENGGARIS,24,B30,40000,18152,920,,17232,18.73043478,
09-10-2021,PLTD LONG LAYU,12,B30,10000,875,120,,755,6.291666667,
09-10-2021,PLTD PAUPAN,12,B30,8000,40,80,80,40,0.5,
09-10-2021,PLTD SEKATAK BUJI,24,B30,30000,16416,3100,,13316,4.295483871,
09-10-2021,PLTD LONG PESO,24,B30,70000,43656,890,,42766,48.05168539,
09-10-2021,PLTD TANAH MERAH,24,B30,10000,1228,1228,9838,9838,8.011400651,
10-10-2021,PLTD KRAYAN,24,B30,12000,6800,1800,,5000,2.777777778,
10-10-2021,PLTD SEI MENGGARIS,24,B30,40000,17232,930,,16302,17.52903226,
10-10-2021,PLTD LONG LAYU,12,B30,10000,755,120,,635,5.291666667,
10-10-2021,PLTD PAUPAN,12,B30,8000,40,80,80,40,0.5,
10-10-2021,PLTD SEKATAK BUJI,24,B30,30000,13316,2580,,10736,4.16124031,
10-10-2021,PLTD LONG PESO,24,B30,70000,42766,750,,42016,56.02133333,
10-10-2021,PLTD TANAH MERAH,24,B30,10000,9838,800,,9038,11.2975,
11-10-2021,PLTD KRAYAN,24,B30,12000,5000,1800,1800,5000,2.777777778,
11-10-2021,PLTD SEI MENGGARIS,24,B30,40000,16302,910,,15392,16.91428571,
11-10-2021,PLTD LONG LAYU,12,B30,10000,635,515,,120,0.233009709,
11-10-2021,PLTD PAUPAN,12,B30,8000,40,80,80,40,0.5,
11-10-2021,PLTD SEKATAK BUJI,24,B30,30000,10736,3020,9736,17452,5.778807947,
11-10-2021,PLTD LONG PESO,24,B30,70000,42016,770,,41246,53.56623377,
11-10-2021,PLTD TANAH MERAH,24,B30,10000,9038,800,,8238,10,
12-10-2021,PLTD KRAYAN,24,B30,12000,5000,1800,1600,4800,2.666666667,
12-10-2021,PLTD SEI MENGGARIS,24,B30,40000,15392,910,,14482,15.91428571,
12-10-2021,PLTD LONG LAYU,12,B30,10000,120,120,422,422,3.516666667,
12-10-2021,PLTD PAUPAN,12,B30,8000,40,80,590,550,6.875,
12-10-2021,PLTD SEKATAK BUJI,24,B30,30000,17452,3433,,14019,4.08360035,
12-10-2021,PLTD LONG PESO,24,B30,70000,41246,760,,40486,53.27105263,
12-10-2021,PLTD TANAH MERAH,24,B30,10000,8238,800,,7438,10,
13-10-2021,PLTD KRAYAN,24,B30,12000,4800,1800,1800,4800,2.666666667,
13-10-2021,PLTD SEI MENGGARIS,24,B30,40000,14482,930,,13552,14.57204301,
13-10-2021,PLTD LONG LAYU,12,B30,10000,422,120,,302,2.516666667,
13-10-2021,PLTD PAUPAN,12,B30,8000,550,80,,470,5.875,
13-10-2021,PLTD SEKATAK BUJI,24,B30,30000,14019,3360,10163,20822,6.19702381,
13-10-2021,PLTD LONG PESO,24,B30,70000,40486,1200,,39286,32.73833333,
13-10-2021,PLTD TANAH MERAH,24,B30,10000,7438,800,,6638,10,
14-10-2021,PLTD KRAYAN,24,B30,12000,4800,1800,1200,4200,2.333333333,
14-10-2021,PLTD SEI MENGGARIS,24,B30,40000,13552,930,,12622,13.57204301,
14-10-2021,PLTD LONG LAYU,12,B30,10000,302,120,,182,1.516666667,
14-10-2021,PLTD PAUPAN,12,B30,8000,470,80,,390,4.875,
14-10-2021,PLTD SEKATAK BUJI,24,B30,30000,20822,3592,,17230,4.796770601,
14-10-2021,PLTD LONG PESO,24,B30,70000,39286,810,,38476,47.50123457,
14-10-2021,PLTD TANAH MERAH,24,B30,10000,6638,800,,5838,10,
15-10-2021,PLTD KRAYAN,24,B30,12000,4200,1800,2400,4800,2.666666667,
15-10-2021,PLTD SEI MENGGARIS,24,B30,40000,12622,920,19800,31502,34.24130435,
15-10-2021,PLTD LONG LAYU,12,B30,10000,182,120,,62,0.516666667,
15-10-2021,PLTD PAUPAN,12,B30,8000,390,80,,310,3.875,
15-10-2021,PLTD SEKATAK BUJI,24,B30,30000,17230,3236,,13994,4.32447466,
15-10-2021,PLTD LONG PESO,24,B30,70000,38476,720,,37756,52.43888889,
15-10-2021,PLTD TANAH MERAH,24,B30,10000,5838,800,,5038,10,
16-10-2021,PLTD KRAYAN,24,B30,12000,4800,1800,1200,4200,2.333333333,
16-10-2021,PLTD SEI MENGGARIS,24,B30,40000,31502,930,,30572,32.87311828,
16-10-2021,PLTD LONG LAYU,12,B30,10000,62,120,120,62,0.516666667,
16-10-2021,PLTD PAUPAN,12,B30,8000,310,80,,230,2.875,
16-10-2021,PLTD SEKATAK BUJI,24,B30,30000,13994,3368,,10626,3.154988124,
16-10-2021,PLTD LONG PESO,24,B30,70000,37756,870,,36886,42.39770115,
16-10-2021,PLTD TANAH MERAH,24,B30,10000,5038,800,,4238,10,
17-10-2021,PLTD KRAYAN,24,B30,12000,4200,1800,,2400,1.333333333,
17-10-2021,PLTD SEI MENGGARIS,24,B30,40000,30572,930,,29642,31.87311828,
17-10-2021,PLTD LONG LAYU,12,B30,10000,62,120,120,62,0.516666667,
17-10-2021,PLTD PAUPAN,12,B30,8000,230,80,,150,1.875,
17-10-2021,PLTD SEKATAK BUJI,24,B30,30000,10626,3000,,7626,2.542,
17-10-2021,PLTD LONG PESO,24,B30,70000,36886,860,,36026,41.89069767,
17-10-2021,PLTD TANAH MERAH,24,B30,10000,4238,800,,3438,10,
18-10-2021,PLTD KRAYAN,24,B30,12000,2400,1800,1600,2200,1.222222222,
18-10-2021,PLTD SEI MENGGARIS,24,B30,40000,29642,950,,28692,30.20210526,
18-10-2021,PLTD LONG LAYU,12,B30,10000,62,120,120,62,0.516666667,
18-10-2021,PLTD PAUPAN,12,B30,8000,150,80,,70,0.875,
18-10-2021,PLTD SEKATAK BUJI,24,B30,30000,7626,3422,19669,23873,6.976329632,
18-10-2021,PLTD LONG PESO,24,B30,70000,36026,830,,35196,42.40481928,
18-10-2021,PLTD TANAH MERAH,24,B30,10000,3438,800,,2638,10,
19-10-2021,PLTD KRAYAN,24,B30,12000,2200,1800,1200,1600,0.888888889,
19-10-2021,PLTD SEI MENGGARIS,24,B30,40000,28692,950,,27742,29.20210526,
19-10-2021,PLTD LONG LAYU,12,B30,10000,62,120,678,620,5.166666667,
19-10-2021,PLTD PAUPAN,12,B30,8000,70,80,1430,1420,17.75,
19-10-2021,PLTD SEKATAK BUJI,24,B30,30000,23873,3300,,20573,6.234242424,
19-10-2021,PLTD LONG PESO,24,B30,70000,35196,830,,34366,41.40481928,
19-10-2021,PLTD TANAH MERAH,24,B30,10000,2638,800,,1838,10,
20-10-2021,PLTD KRAYAN,24,B30,12000,1600,1800,1200,1000,0.555555556,
20-10-2021,PLTD SEI MENGGARIS,24,B30,40000,27742,950,,26792,28.20210526,
20-10-2021,PLTD LONG LAYU,12,B30,10000,620,120,,500,4.166666667,
20-10-2021,PLTD PAUPAN,12,B30,8000,1420,80,,1340,16.75,
20-10-2021,PLTD SEKATAK BUJI,24,B30,30000,20573,3300,,17273,5.234242424,
20-10-2021,PLTD LONG PESO,24,B30,70000,34366,820,,33546,40.9097561,
20-10-2021,PLTD TANAH MERAH,24,B30,10000,1838,800,9855,10893,10,
21-10-2021,PLTD KRAYAN,24,B30,12000,1000,1800,1800,1000,0.555555556,
21-10-2021,PLTD SEI MENGGARIS,24,B30,40000,26792,950,,25842,27.20210526,
21-10-2021,PLTD LONG LAYU,12,B30,10000,500,120,,380,3.166666667,
21-10-2021,PLTD PAUPAN,12,B30,8000,1340,80,,1260,15.75,
21-10-2021,PLTD SEKATAK BUJI,24,B30,30000,17273,3200,,14073,4.3978125,
21-10-2021,PLTD LONG PESO,24,B30,70000,33546,820,,32726,39.9097561,
21-10-2021,PLTD TANAH MERAH,24,B30,10000,10893,800,,10093,10,
22-10-2021,PLTD KRAYAN,24,B30,12000,1000,1800,2600,1800,1,
22-10-2021,PLTD SEI MENGGARIS,24,B30,40000,25842,950,,24892,26.20210526,
22-10-2021,PLTD LONG LAYU,12,B30,10000,380,120,,260,2.166666667,
22-10-2021,PLTD PAUPAN,12,B30,8000,1260,80,,1180,14.75,
22-10-2021,PLTD SEKATAK BUJI,24,B30,30000,14073,3200,10513,21386,6.683125,
22-10-2021,PLTD LONG PESO,24,B30,70000,32726,390,,32336,82.91282051,
22-10-2021,PLTD TANAH MERAH,24,B30,10000,10093,800,,9293,10,
23-10-2021,PLTD KRAYAN,24,B30,12000,1800,1800,1800,1800,1,
23-10-2021,PLTD SEI MENGGARIS,24,B30,40000,24892,930,,23962,25.7655914,
23-10-2021,PLTD LONG LAYU,12,B30,10000,260,120,,140,1.166666667,
23-10-2021,PLTD PAUPAN,12,B30,8000,1180,80,,1100,13.75,
23-10-2021,PLTD SEKATAK BUJI,24,B30,30000,21386,3353,,18033,5.378168804,
23-10-2021,PLTD LONG PESO,24,B30,70000,32336,830,,31506,37.95903614,
23-10-2021,PLTD TANAH MERAH,24,B30,10000,9293,731,,8562,10,
24-10-2021,PLTD KRAYAN,24,B30,12000,1800,1800,3000,3000,1.666666667,
24-10-2021,PLTD SEI MENGGARIS,24,B30,40000,23962,930,,23032,24.7655914,
24-10-2021,PLTD LONG LAYU,12,B30,10000,140,120,1000,1020,8.5,
24-10-2021,PLTD PAUPAN,12,B30,8000,1100,80,,1020,12.75,
24-10-2021,PLTD SEKATAK BUJI,24,B30,30000,18033,3200,9648,24481,7.6503125,
24-10-2021,PLTD LONG PESO,24,B30,70000,31506,750,,30756,41.008,
24-10-2021,PLTD TANAH MERAH,24,B30,10000,8562,800,,7762,10,
25-10-2021,PLTD KRAYAN,24,B30,12000,3000,1800,1000,2200,1.222222222,
25-10-2021,PLTD SEI MENGGARIS,24,B30,40000,23032,930,,22102,23.7655914,
25-10-2021,PLTD LONG LAYU,12,B30,10000,1020,120,,900,7.5,
25-10-2021,PLTD PAUPAN,12,B30,8000,1020,80,,940,11.75,
25-10-2021,PLTD SEKATAK BUJI,24,B30,30000,24481,3736,,20745,5.552730193,
25-10-2021,PLTD LONG PESO,24,B30,70000,30756,850,,29906,35.18352941,
25-10-2021,PLTD TANAH MERAH,24,B30,10000,7762,800,,6962,10,
26-10-2021,PLTD KRAYAN,24,B30,12000,2200,1800,1200,1600,0.888888889,
26-10-2021,PLTD SEI MENGGARIS,24,B30,40000,22102,930,,21172,22.7655914,
26-10-2021,PLTD LONG LAYU,12,B30,10000,900,120,,780,6.5,
26-10-2021,PLTD PAUPAN,12,B30,8000,940,80,,860,10.75,
26-10-2021,PLTD SEKATAK BUJI,24,B30,30000,20745,3500,,17245,4.927142857,
26-10-2021,PLTD LONG PESO,24,B30,70000,29906,820,,29086,35.47073171,
26-10-2021,PLTD TANAH MERAH,24,B30,10000,6962,800,,6162,10,
27-10-2021,PLTD KRAYAN,24,B30,12000,1600,1800,1000,800,0.444444444,
27-10-2021,PLTD SEI MENGGARIS,24,B30,40000,21172,930,,20242,21.7655914,
27-10-2021,PLTD LONG LAYU,12,B30,10000,780,120,,660,5.5,
27-10-2021,PLTD PAUPAN,12,B30,8000,860,80,,780,9.75,
27-10-2021,PLTD SEKATAK BUJI,24,B30,30000,17245,3638,10078,23685,6.5104453,
27-10-2021,PLTD LONG PESO,24,B30,70000,29086,860,,28226,32.82093023,
27-10-2021,PLTD TANAH MERAH,24,B30,10000,6162,800,,5362,10,
28-10-2021,PLTD KRAYAN,24,B30,12000,800,1800,2800,1800,1,
28-10-2021,PLTD SEI MENGGARIS,24,B30,40000,20242,921,,19321,20.97828447,
28-10-2021,PLTD LONG LAYU,12,B30,10000,660,120,,540,4.5,
28-10-2021,PLTD PAUPAN,12,B30,8000,780,80,,700,8.75,
28-10-2021,PLTD SEKATAK BUJI,24,B30,30000,23685,3182,,20503,6.443431804,
28-10-2021,PLTD LONG PESO,24,B30,70000,28226,840,,27386,32.60238095,
28-10-2021,PLTD TANAH MERAH,24,B30,10000,5362,800,,4562,10,
29-10-2021,PLTD KRAYAN,24,B30,12000,1800,1800,1400,1400,0.777777778,
29-10-2021,PLTD SEI MENGGARIS,24,B30,40000,19321,930,,18391,19.77526882,
29-10-2021,PLTD LONG LAYU,12,B30,10000,540,120,,420,3.5,
29-10-2021,PLTD PAUPAN,12,B30,8000,700,80,,620,7.75,
29-10-2021,PLTD SEKATAK BUJI,24,B30,30000,20503,3200,,17303,5.4071875,
29-10-2021,PLTD LONG PESO,24,B30,70000,27386,840,,26546,31.60238095,
29-10-2021,PLTD TANAH MERAH,24,B30,10000,4562,800,,3762,10,
30-10-2021,PLTD KRAYAN,24,B30,12000,1400,1800,1200,800,0.444444444,
30-10-2021,PLTD SEI MENGGARIS,24,B30,40000,18391,930,,17461,18.77526882,
30-10-2021,PLTD LONG LAYU,12,B30,10000,420,120,,300,2.5,
30-10-2021,PLTD PAUPAN,12,B30,8000,620,80,,540,6.75,
30-10-2021,PLTD SEKATAK BUJI,24,B30,30000,17303,2964,,14339,4.837719298,
30-10-2021,PLTD LONG PESO,24,B30,70000,26546,830,,25716,30.98313253,
30-10-2021,PLTD TANAH MERAH,24,B30,10000,3762,700,,3062,10,
31-10-2021,PLTD KRAYAN,24,B30,12000,800,1800,2600,1600,0.888888889,
31-10-2021,PLTD SEI MENGGARIS,24,B30,40000,17461,930,,16531,17.77526882,
31-10-2021,PLTD LONG LAYU,12,B30,10000,300,120,,180,1.5,
31-10-2021,PLTD PAUPAN,12,B30,8000,540,80,,460,5.75,
31-10-2021,PLTD SEKATAK BUJI,24,B30,30000,14339,3448,19463,30354,8.803364269,
31-10-2021,PLTD LONG PESO,24,B30,70000,25716,830,,24886,29.98313253,
31-10-2021,PLTD TANAH MERAH,24,B30,10000,3062,800,,2262,10,
01-11-2021,PLTD KRAYAN,24,B30,12000,1600,1800,2600,2400,1.333333333,
01-11-2021,PLTD SEI MENGGARIS,24,B30,40000,16531,930,,15601,16.77526882,
01-11-2021,PLTD LONG LAYU,12,B30,10000,180,120,,60,0.5,
01-11-2021,PLTD PAUPAN,12,B30,8000,460,80,,380,4.75,
01-11-2021,PLTD SEKATAK BUJI,24,B30,30000,30354,3383,,26971,7.972509607,
01-11-2021,PLTD LONG PESO,24,B30,70000,24886,820,,24066,29.34878049,
01-11-2021,PLTD TANAH MERAH,24,B30,10000,2262,700,,1562,10,
02-11-2021,PLTD KRAYAN,24,B30,12000,2400,1800,,600,0.333333333,
02-11-2021,PLTD SEI MENGGARIS,24,B30,40000,15601,930,,14671,15.77526882,
02-11-2021,PLTD LONG LAYU,12,B30,10000,60,120,120,60,0.5,
02-11-2021,PLTD PAUPAN,12,B30,8000,380,80,,300,3.75,
02-11-2021,PLTD SEKATAK BUJI,24,B30,30000,26971,3200,,23771,7.4284375,
02-11-2021,PLTD LONG PESO,24,B30,70000,24066,820,,23246,28.34878049,
02-11-2021,PLTD TANAH MERAH,24,B30,10000,1562,700,,862,10,
03-11-2021,PLTD KRAYAN,24,B30,12000,600,1800,3000,1800,1,
03-11-2021,PLTD SEI MENGGARIS,24,B30,40000,14671,930,,13741,14.77526882,
03-11-2021,PLTD LONG LAYU,12,B30,10000,60,120,120,60,0.5,
03-11-2021,PLTD PAUPAN,12,B30,8000,300,80,,220,2.75,
03-11-2021,PLTD SEKATAK BUJI,24,B30,30000,23771,3200,,20571,6.4284375,
03-11-2021,PLTD LONG PESO,24,B30,70000,23246,820,,22426,27.34878049,
03-11-2021,PLTD TANAH MERAH,24,B30,10000,862,800,9849,9911,10,
04-11-2021,PLTD KRAYAN,24,B30,12000,1800,1800,600,600,0.333333333,
04-11-2021,PLTD SEI MENGGARIS,24,B30,40000,13741,930,,12811,13.77526882,
04-11-2021,PLTD LONG LAYU,12,B30,10000,60,120,380,320,2.666666667,
04-11-2021,PLTD PAUPAN,12,B30,8000,220,80,460,600,7.5,
04-11-2021,PLTD SEKATAK BUJI,24,B30,30000,20571,3200,,17371,5.4284375,
04-11-2021,PLTD LONG PESO,24,B30,70000,22426,840,,21586,25.69761905,
04-11-2021,PLTD TANAH MERAH,24,B30,10000,9911,800,,9111,10,
05-11-2021,PLTD KRAYAN,24,B30,12000,600,1800,3600,2400,1.333333333,
05-11-2021,PLTD SEI MENGGARIS,24,B30,40000,12811,930,,11881,12.77526882,
05-11-2021,PLTD LONG LAYU,12,B30,10000,320,120,,200,1.666666667,
05-11-2021,PLTD PAUPAN,12,B30,8000,600,80,,520,6.5,
05-11-2021,PLTD SEKATAK BUJI,24,B30,30000,17371,3200,,14171,4.4284375,
05-11-2021,PLTD LONG PESO,24,B30,70000,21586,1010,,20576,20.37227723,
05-11-2021,PLTD TANAH MERAH,24,B30,10000,9111,800,,8311,10,
06-11-2021,PLTD KRAYAN,24,B30,12000,2400,1800,1600,2200,1.222222222,
06-11-2021,PLTD SEI MENGGARIS,24,B30,40000,11881,930,,10951,11.77526882,
06-11-2021,PLTD LONG LAYU,12,B30,10000,200,120,,80,0.666666667,
06-11-2021,PLTD PAUPAN,12,B30,8000,520,80,,440,5.5,
06-11-2021,PLTD SEKATAK BUJI,24,B30,30000,14171,3200,9667,20638,6.449375,
06-11-2021,PLTD LONG PESO,24,B30,70000,20576,840,,19736,23.4952381,
06-11-2021,PLTD TANAH MERAH,24,B30,10000,8311,800,,7511,10,
07-11-2021,PLTD KRAYAN,24,B30,12000,2200,1800,1100,1500,0.833333333,
07-11-2021,PLTD SEI MENGGARIS,24,B30,40000,10951,930,,10021,10.77526882,
07-11-2021,PLTD LONG LAYU,12,B30,10000,80,120,120,80,0.666666667,
07-11-2021,PLTD PAUPAN,12,B30,8000,440,80,,360,4.5,
07-11-2021,PLTD SEKATAK BUJI,24,B30,30000,20638,3342,,17296,5.175344105,
07-11-2021,PLTD LONG PESO,24,B30,70000,19736,870,,18866,21.68505747,
07-11-2021,PLTD TANAH MERAH,24,B30,10000,7511,800,,6711,8.38875,
08-11-2021,PLTD KRAYAN,24,B30,12000,1500,1500,1800,1800,1.2,
08-11-2021,PLTD SEI MENGGARIS,24,B30,40000,10021,930,,9091,9.775268817,
08-11-2021,PLTD LONG LAYU,12,B30,10000,80,120,120,80,0.666666667,
08-11-2021,PLTD PAUPAN,12,B30,8000,360,80,,280,3.5,
08-11-2021,PLTD SEKATAK BUJI,24,B30,30000,17296,3506,9947,23737,6.770393611,
08-11-2021,PLTD LONG PESO,24,B30,70000,18866,870,,17996,20.68505747,
08-11-2021,PLTD TANAH MERAH,24,B30,10000,6711,700,,6011,8.587142857,
09-11-2021,PLTD KRAYAN,24,B30,12000,1800,1800,1200,1200,0.666666667,
09-11-2021,PLTD SEI MENGGARIS,24,B30,40000,9091,930,,8161,8.775268817,
09-11-2021,PLTD LONG LAYU,12,B30,10000,80,120,120,80,0.666666667,
09-11-2021,PLTD PAUPAN,12,B30,8000,280,80,,200,2.5,
09-11-2021,PLTD SEKATAK BUJI,24,B30,30000,23737,3200,,20537,6.4178125,
09-11-2021,PLTD LONG PESO,24,B30,70000,17996,850,,17146,20.17176471,
09-11-2021,PLTD TANAH MERAH,24,B30,10000,6011,700,,5311,7.587142857,
10-11-2021,PLTD KRAYAN,24,B30,12000,1200,1800,2400,1800,1,
10-11-2021,PLTD SEI MENGGARIS,24,B30,40000,8161,930,,7231,7.775268817,
10-11-2021,PLTD LONG LAYU,12,B30,10000,80,120,120,80,0.666666667,
10-11-2021,PLTD PAUPAN,12,B30,8000,200,80,,120,1.5,
10-11-2021,PLTD SEKATAK BUJI,24,B30,30000,20537,3387,,17150,5.063478004,
10-11-2021,PLTD LONG PESO,24,B30,70000,17146,840,,16306,19.41190476,
10-11-2021,PLTD TANAH MERAH,24,B30,10000,5311,700,,4611,6.587142857,
11-11-2021,PLTD KRAYAN,24,B30,12000,1800,1800,4800,4800,2.666666667,
11-11-2021,PLTD SEI MENGGARIS,24,B30,40000,7231,930,,6301,6.775268817,
11-11-2021,PLTD LONG LAYU,12,B30,10000,80,120,120,80,0.666666667,
11-11-2021,PLTD PAUPAN,12,B30,8000,120,80,,40,0.5,
11-11-2021,PLTD SEKATAK BUJI,24,B30,30000,17150,3150,,14000,4.444444444,
11-11-2021,PLTD LONG PESO,24,B30,70000,16306,900,,15406,17.11777778,
11-11-2021,PLTD TANAH MERAH,24,B30,10000,4611,700,,3911,10,
12-11-2021,PLTD KRAYAN,24,B30,12000,4800,1800,1400,4400,2.444444444,
12-11-2021,PLTD SEI MENGGARIS,24,B30,40000,6301,930,,5371,5.775268817,
12-11-2021,PLTD LONG LAYU,12,B30,10000,80,120,120,80,0.666666667,
12-11-2021,PLTD PAUPAN,12,B30,8000,40,80,80,40,0.5,
12-11-2021,PLTD SEKATAK BUJI,24,B30,30000,14000,3704,,10296,2.779697624,
12-11-2021,PLTD LONG PESO,24,B30,70000,15406,850,,14556,17.12470588,
12-11-2021,PLTD TANAH MERAH,24,B30,10000,3911,700,,3211,10,
13-11-2021,PLTD KRAYAN,24,B30,12000,4400,1800,2000,4600,2.555555556,
13-11-2021,PLTD SEI MENGGARIS,24,B30,40000,5371,930,,4441,4.775268817,
13-11-2021,PLTD LONG LAYU,12,B30,10000,80,120,500,460,3.833333333,
13-11-2021,PLTD PAUPAN,12,B30,8000,40,80,500,460,5.75,
13-11-2021,PLTD SEKATAK BUJI,24,B30,30000,10296,3200,9729,16825,5.2578125,
13-11-2021,PLTD LONG PESO,24,B30,70000,14556,790,,13766,17.42531646,
13-11-2021,PLTD TANAH MERAH,24,B30,10000,3211,700,9864,12375,10,
14-11-2021,PLTD KRAYAN,24,B30,12000,4600,1800,1800,4600,2.555555556,
14-11-2021,PLTD SEI MENGGARIS,24,B30,40000,4441,930,20731,24242,26.06666667,
14-11-2021,PLTD LONG LAYU,12,B30,10000,460,120,,340,2.833333333,
14-11-2021,PLTD PAUPAN,12,B30,8000,460,80,,380,4.75,
14-11-2021,PLTD SEKATAK BUJI,24,B30,30000,16825,3200,,13625,4.2578125,
14-11-2021,PLTD LONG PESO,24,B30,70000,13766,800,,12966,16.2075,
14-11-2021,PLTD TANAH MERAH,24,B30,10000,12375,700,,11675,10,
15-11-2021,PLTD KRAYAN,24,B30,12000,4600,1800,,2800,1.555555556,
15-11-2021,PLTD SEI MENGGARIS,24,B30,40000,24242,930,,23312,25.06666667,
15-11-2021,PLTD LONG LAYU,12,B30,10000,340,120,,220,1.833333333,
15-11-2021,PLTD PAUPAN,12,B30,8000,380,80,,300,3.75,
15-11-2021,PLTD SEKATAK BUJI,24,B30,30000,13625,3166,10014,20473,6.466519267,
15-11-2021,PLTD LONG PESO,24,B30,70000,12966,850,,12116,14.25411765,
15-11-2021,PLTD TANAH MERAH,24,B30,10000,11675,700,,10975,10,
16-11-2021,PLTD KRAYAN,24,B30,12000,2800,1800,800,1800,1,
16-11-2021,PLTD SEI MENGGARIS,24,B30,40000,23312,930,,22382,24.06666667,
16-11-2021,PLTD LONG LAYU,12,B30,10000,220,120,,100,0.833333333,
16-11-2021,PLTD PAUPAN,12,B30,8000,300,80,,220,2.75,
16-11-2021,PLTD SEKATAK BUJI,24,B30,30000,20473,3398,,17075,5.025014715,
16-11-2021,PLTD LONG PESO,24,B30,70000,12116,840,,11276,13.42380952,
16-11-2021,PLTD TANAH MERAH,24,B30,10000,10975,700,,10275,10,
17-11-2021,PLTD KRAYAN,24,B30,12000,1800,1800,4000,4000,2.222222222,
17-11-2021,PLTD SEI MENGGARIS,24,B30,40000,22382,930,,21452,23.06666667,
17-11-2021,PLTD LONG LAYU,12,B30,10000,100,120,680,660,5.5,
17-11-2021,PLTD PAUPAN,12,B30,8000,220,80,860,1000,12.5,
17-11-2021,PLTD SEKATAK BUJI,24,B30,30000,17075,3303,10022,23794,7.203754163,
17-11-2021,PLTD LONG PESO,24,B30,70000,11276,840,,10436,12.42380952,
17-11-2021,PLTD TANAH MERAH,24,B30,10000,10275,700,,9575,10,
18-11-2021,PLTD KRAYAN,24,B30,12000,4000,1800,3200,5400,3,
18-11-2021,PLTD SEI MENGGARIS,24,B30,40000,21452,930,,20522,22.06666667,
18-11-2021,PLTD LONG LAYU,12,B30,10000,660,120,,540,4.5,
18-11-2021,PLTD PAUPAN,12,B30,8000,1000,80,,920,11.5,
18-11-2021,PLTD SEKATAK BUJI,24,B30,30000,23794,3385,9988,30397,8.979911374,
18-11-2021,PLTD LONG PESO,24,B30,70000,10436,850,,9586,11.27764706,
18-11-2021,PLTD TANAH MERAH,24,B30,10000,9575,640,,8935,10,
19-11-2021,PLTD KRAYAN,24,B30,12000,5400,1800,1200,4800,2.666666667,
19-11-2021,PLTD SEI MENGGARIS,24,B30,40000,20522,930,,19592,21.06666667,
19-11-2021,PLTD LONG LAYU,12,B30,10000,540,120,,420,3.5,
19-11-2021,PLTD PAUPAN,12,B30,8000,920,80,,840,10.5,
19-11-2021,PLTD SEKATAK BUJI,24,B30,30000,30397,3357,,27040,8.054810843,
19-11-2021,PLTD LONG PESO,24,B30,70000,9586,850,29619,38355,45.12352941,
19-11-2021,PLTD TANAH MERAH,24,B30,10000,8935,700,,8235,10,
20-11-2021,PLTD KRAYAN,24,B30,12000,4800,1800,2000,5000,2.777777778,
20-11-2021,PLTD SEI MENGGARIS,24,B30,40000,19592,930,,18662,20.06666667,
20-11-2021,PLTD LONG LAYU,12,B30,10000,420,120,,300,2.5,
20-11-2021,PLTD PAUPAN,12,B30,8000,840,80,,760,9.5,
20-11-2021,PLTD SEKATAK BUJI,24,B30,30000,27040,3000,,24040,8.013333333,
20-11-2021,PLTD LONG PESO,24,B30,70000,38355,870,,37485,43.0862069,
20-11-2021,PLTD TANAH MERAH,24,B30,10000,8235,700,,7535,10,
21-11-2021,PLTD KRAYAN,24,B30,12000,5000,1800,,3200,1.777777778,
21-11-2021,PLTD SEI MENGGARIS,24,B30,40000,18662,930,,17732,19.06666667,
21-11-2021,PLTD LONG LAYU,12,B30,10000,300,120,,180,1.5,
21-11-2021,PLTD PAUPAN,12,B30,8000,760,80,,680,8.5,
21-11-2021,PLTD SEKATAK BUJI,24,B30,30000,24040,2571,,21469,8.350447297,
21-11-2021,PLTD LONG PESO,24,B30,70000,37485,830,,36655,44.1626506,
21-11-2021,PLTD TANAH MERAH,24,B30,10000,7535,700,,6835,10,
22-11-2021,PLTD KRAYAN,24,B30,12000,3200,1800,4000,5400,3,
22-11-2021,PLTD SEI MENGGARIS,24,B30,40000,17732,930,,16802,18.06666667,
22-11-2021,PLTD LONG LAYU,12,B30,10000,180,120,,60,0.5,
22-11-2021,PLTD PAUPAN,12,B30,8000,680,80,,600,7.5,
22-11-2021,PLTD SEKATAK BUJI,24,B30,30000,21469,3505,,17964,5.125249643,
22-11-2021,PLTD LONG PESO,24,B30,70000,36655,840,,35815,42.63690476,
22-11-2021,PLTD TANAH MERAH,24,B30,10000,6835,700,,6135,10,
23-11-2021,PLTD KRAYAN,24,B30,12000,5400,1800,,3600,2,
23-11-2021,PLTD SEI MENGGARIS,24,B30,40000,16802,930,,15872,17.06666667,
23-11-2021,PLTD LONG LAYU,12,B30,10000,60,120,1000,940,7.833333333,
23-11-2021,PLTD PAUPAN,12,B30,8000,600,80,,520,6.5,
